chr,start,end,name,chrTSS,startTSS,endTSS,TargetGene,ReferenceID,CellType,EffectSize,pValueAdjusted,Significant,PowerAtEffectSize25,PowerAtEffectSize10,PowerAtEffectSize15,PowerAtEffectSize20,PowerAtEffectSize50,distanceToTSS,numTSSEnhGene,numCandidateEnhGene,normalizedDNase_enh,normalizedDNase_prom,numNearbyEnhancers,sumNearbyEnhancers,ubiquitousExpressedGene,3DContact,3DContact_squared,normalizedDNase_enh_squared,ABC.Score
chr22,37258745,37259962,TXN2|chr22:37654785-37656002:.,chr22,36482029.0,36482030.0,TXN2,2f957f7a,K562,-0.01004585,0.999918431,False,0.9,0.45,0.8,0.9,1.0,777250.0,19,68,1.747722,0.752347,440,655.15065,1,81.994617,6723.117261,3.127309121,0.000309
chr12,56877920,56878420,PTGES3|chr12:57271704-57272204:.,chr12,56688407.0,56688408.0,PTGES3,2f957f7a,K562,-0.038959253,0.932440436,False,1.0,0.6,0.85,0.95,1.0,189780.0,4,18,3.537403,0.969709,140,137.13322,1,197.561873,39030.69366,12.51321998,0.000337
chr12,6284953,6285453,PHB2|chr12:6394119-6394619:.,chr12,6970824.0,6970825.0,PHB2,2f957f7a,K562,0.069983376,0.44066626,False,0.95,0.65,0.8,0.9,1.0,685588.0,43,80,2.318416,0.849947,168,144.857748,1,58.675406,3442.803269,5.375052749,0.000111
chr20,32681092,32682226,MAPRE1|chr20:31268894-31270028:.,chr20,32819893.0,32819894.0,MAPRE1,2f957f7a,K562,-0.032031718,0.992913836,False,1.0,0.65,0.95,0.95,1.0,137893.0,3,16,14.812621,0.778065,336,3308.73648,1,619.979791,384374.9744,299.721793,0.032416
chr11,1540187,1540289,CD151|chr11:1540187-1540289:.,chr11,832843.0,832844.0,CD151,ebda246b,K562,-0.015097216,1.0,False,1.0,0.6,1.0,1.0,1.0,707309.0,13,87,1.237615,0.60602,0,0.0,0,210.656835,44376.30213,1.531690888,0.000232
chr9,124144728,124145228,RPL35|chr9:126907007-126907507:.,chr9,124861980.0,124861981.0,RPL35,2f957f7a,K562,0.003191033,0.999918431,False,1.0,0.85,0.9,1.0,1.0,716988.0,10,115,7.242088,0.829745,196,236.495266,1,65.75869,4324.205311,52.4478386,0.000413
chr11,10645321,10645723,EIF4G2|chr11:10645321-10645723:.,chr11,10809110.0,10809111.0,EIF4G2,ebda246b,K562,0.002453287,1.0,False,1.0,0.65,0.9,0.95,1.0,163441.0,3,30,0.979523,0.931699,120,151.87104,0,153.716512,23628.76606,0.959465308,0.000148
chr1,19869923,19870423,CAPZB|chr1:20196416-20196916:.,chr1,19485538.0,19485539.0,CAPZB,2f957f7a,K562,-0.035262664,0.939182273,False,1.0,0.8,1.0,1.0,1.0,384541.0,9,33,9.632922,0.831583,105,94.45506,1,161.353942,26035.0946,92.79318626,0.001645
chr20,4025605,4026421,MRPS26|chr20:4006252-4007068:.,chr20,3045945.0,3045946.0,MRPS26,2f957f7a,K562,-0.015629399,0.999918431,False,1.0,0.7,0.85,0.95,1.0,980003.5,25,73,2.505393,0.724064,0,0.0,1,84.474489,7135.939292,6.276994084,0.000386
chr6,26575384,26576322,ABT1|chr6:26575612-26576550:.,chr6,26596952.0,26596953.0,ABT1,2f957f7a,K562,-0.039670856,0.968536274,False,1.0,0.75,0.8,1.0,1.0,21212.0,1,5,7.295008,0.943482,456,5567.4663,1,2644.615613,6993991.741,53.21714172,0.006978
chr3,88033655,88034905,CGGBP1|chr3:88082805-88084055:.,chr3,88149884.0,88149885.0,CGGBP1,2f957f7a,K562,-0.081889625,0.086482334,False,1.0,0.4,0.85,0.95,1.0,24117.0,1,3,3.125967,0.801631,12,29.350386,1,4714.346849,22225227.73,12.88959219,0.071834
chrX,50198334,50198894,HDAC6|chrX:49962985-49963545:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,0.011070692,0.952175368,False,0.999969957,,,,,1396503.0,41,101,13.536034,0.999613,86,75.167096,1,53.866044,2901.550696,183.2242164,0.00026
chr11,10708223,10708426,EIF4G2|chr11:10708223-10708426:.,chr11,10809110.0,10809111.0,EIF4G2,ebda246b,K562,0.017127511,1.0,False,1.0,0.6,0.85,0.95,1.0,100736.0,2,18,1.111162,0.931699,0,0.0,0,170.692076,29135.78481,1.23468099,0.000186
chr12,54195701,54196201,ITGA5|chr12:54589485-54589985:*,chr12,54419459.0,54419460.0,ITGA5,39b33148,K562,-0.034752348,0.991842184,False,1.0,,,,,223113.0,9,57,6.072188,0.55676,700,2187.738875,0,294.938019,86988.43505,36.87146711,0.001319
chrX,47135546,47136066,PLP2|chrX:46994945-46995465:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,0.01577051,0.904415478,False,1.0,,,,,2036057.0,57,166,1.420022,0.526977,0,0.0,0,97.383158,9483.479462,2.01646248,9.4e-05
chr3,129431982,129432502,H1FX|chr3:129150825-129151345:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,-0.003627768,0.98560326,False,1.0,,,,,115997.0,4,16,0.899572,0.554365,60,405.7296,1,838.476513,703042.8629,0.809229783,0.001097
chr7,64944779,64945451,VKORC1L1|chr7:64405157-64405829:.,chr7,65873267.0,65873268.0,VKORC1L1,2f957f7a,K562,-0.04069204,0.292623971,False,0.95,0.5,0.85,0.95,1.0,927991.5,9,30,4.324162,0.700305,40,82.10838,0,164.815465,27164.1375,18.698377,0.001537
chr20,22924302,22924802,CST3|chr20:22904939-22905439:.,chr20,23638472.0,23638473.0,CST3,2f957f7a,K562,-0.014623601,0.999918431,False,0.95,0.65,0.85,0.95,1.0,713466.0,15,73,1.536336,0.570043,72,284.230152,0,206.830038,42778.66462,2.360328305,0.001021
chr3,128383422,128383942,CNBP|chr3:128102265-128102785:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,0.01406609,0.9870619,False,1.0,,,,,800268.0,17,103,1.718913,0.698756,114,108.739299,1,102.692772,10545.80542,2.954661902,0.00024
chr8,123877778,123878964,ZHX1|chr8:123877778-123878964:.,chr8,123275541.0,123275542.0,ZHX1,ebda246b,K562,-0.041884724,1.0,False,1.0,0.5,0.8,0.9,1.0,603651.0,9,59,4.443958,0.965402,35,20.68801,0,144.27416,20815.03324,19.74876271,0.000512
chr20,62875464,62875964,ADRM1|chr20:61506816-61507316:.,chr20,62302093.0,62302094.0,ADRM1,2f957f7a,K562,-0.057813085,0.814742841,False,0.95,0.55,0.85,0.85,1.0,572774.0,19,114,7.945923,0.841067,222,520.344616,1,351.761238,123735.9686,63.13769232,0.002372
chr3,127584422,127585002,RPN1|chr3:127303265-127303845:*,chr3,128681074.0,128681075.0,RPN1,39b33148,K562,0.04866071,0.873175472,False,1.0,,,,,1066168.0,17,108,0.899572,0.604592,58,85.7211,1,135.065518,18242.69415,0.809229783,0.000223
chr19,1546109,1546609,GPX4|chr19:1546108-1546608:.,chr19,1103926.0,1103927.0,GPX4,2f957f7a,K562,0.005804859,0.999918431,False,1.0,0.55,0.85,0.95,1.0,442430.0,21,80,1.420022,0.955192,350,2725.30685,0,144.311552,20825.82404,2.01646248,6.5e-05
chr3,129431982,129432502,SEC61A1|chr3:129150825-129151345:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,0.06523256,0.622465482,False,0.999999867,,,,,1379906.0,27,160,0.899572,0.678651,60,405.7296,1,120.574574,14538.2279,0.809229783,0.000198
chr17,76789441,76789941,SRSF2|chr17:74785523-74786023:.,chr17,76737373.0,76737374.0,SRSF2,2f957f7a,K562,-0.046111397,0.965408376,False,0.95,0.65,0.8,0.9,1.0,52247.0,2,4,4.782327,0.968112,423,937.992348,0,1056.815512,1116859.026,22.87065153,0.002679
chr3,129768642,129769202,CNBP|chr3:129487485-129488045:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,0.00335253,0.999866357,False,0.999991726,,,,,585002.0,12,66,0.527759,0.698756,60,58.77138,1,130.788707,17105.68588,0.278529562,9.4e-05
chr19,48510468,48510988,BAX|chr19:49013725-49014245:*,chr19,48954815.0,48954816.0,BAX,39b33148,K562,0.018871625,0.962221045,False,1.0,,,,,444152.0,26,89,2.075809,0.903803,834,1950.174448,1,261.217139,68234.39371,4.308983004,0.000237
chr3,128266362,128266862,CNBP|chr3:127985205-127985705:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,-0.05249811,0.9870619,False,1.0,,,,,917263.0,17,114,0.591086,0.698756,0,0.0,1,92.047756,8472.789385,0.349382659,7.4e-05
chr19,13234431,13234951,LYL1|chr19:13345245-13345765:*,chr19,13103160.0,13103161.0,LYL1,39b33148,K562,0.024225289,0.723621612,False,1.0,,,,,131559.0,5,22,5.011979,0.949047,228,188.0829,0,744.091239,553671.772,25.1199335,0.001543
chr8,124630227,124630285,NSMCE2|chr8:124630227-124630285:.,chr8,125091679.0,125091680.0,NSMCE2,ebda246b,K562,0.009803113,1.0,False,1.0,0.55,0.9,1.0,1.0,461676.0,7,76,13.458977,0.745355,72,189.070452,1,389.302506,151556.4412,181.1440619,0.008413
chr6,37713597,37714319,PPIL1|chr6:37681373-37682095:.,chr6,36875023.0,36875024.0,PPIL1,2f957f7a,K562,-0.030190734,0.947349184,False,0.95,0.65,0.8,0.9,1.0,838882.0,13,165,4.205269,0.858874,119,644.869211,1,101.38672,10279.26699,17.68428736,0.000333
chr16,31535673,31536173,BCL7C|chr16:31546994-31547494:.,chr16,30894959.0,30894960.0,BCL7C,2f957f7a,K562,-0.031252651,0.466226102,False,1.0,0.55,0.85,0.85,1.0,641653.0,32,91,1.957461,0.827954,0,0.0,0,83.85221,7031.193122,3.831653567,9.7e-05
chr15,44820533,44821360,SORD|chr15:45112731-45113558:.,chr15,45023104.0,45023105.0,SORD,2f957f7a,K562,-0.029317289,0.876395503,False,0.95,0.55,0.85,0.95,1.0,202132.0,2,7,2.193088,0.628254,0,0.0,0,474.90243,225532.318,4.809634976,0.002206
chr19,10541385,10541885,EIF3G|chr19:10652061-10652561:.,chr19,10119917.0,10119918.0,EIF3G,2f957f7a,K562,-0.032622643,0.97465686,False,1.0,0.75,0.85,1.0,1.0,421698.0,16,52,3.839598,0.54776,454,3036.208536,1,251.225495,63114.24934,14.7425128,0.000768
chr19,12836211,12836711,DNASE2|chr19:12947025-12947525:*,chr19,12881467.0,12881468.0,DNASE2,39b33148,K562,-0.03286658,0.690113252,False,1.0,,,,,45068.0,2,8,7.655175,0.793211,1582,9291.271998,0,1209.385114,1462612.354,58.60170428,0.004096
chr3,127702062,127702602,RAB7A|chr3:127420905-127421445:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,0.03625219,0.891894145,False,0.995982882,,,,,1023784.0,14,103,1.718913,0.768049,236,655.507582,0,145.79792,21257.03348,2.954661902,0.000401
chr19,48724808,48725308,PPP1R15A|chr19:49228065-49228565:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,-0.07484233,0.82305328,False,0.999102044,,,,,147179.5,8,34,6.189533,0.914183,540,7497.27144,0,626.818987,392902.0425,38.31031876,0.001072
chr3,128584302,128584802,H1FX|chr3:128303145-128303645:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,0.028819661,0.73956999,False,1.0,,,,,731692.0,15,68,1.47795,0.554365,226,283.547698,1,158.290206,25055.78932,2.184336203,0.00034
chrX,47675886,47676666,PQBP1|chrX:47535285-47536065:*,chrX,48897912.0,48897913.0,PQBP1,39b33148,K562,-0.11054439,0.745453693,False,0.856168944,,,,,1221544.0,29,93,11.359393,0.989572,72,93.537648,1,101.032217,10207.50887,129.0358093,0.000588
chr7,44995065,44995565,YKT6|chr7:45034664-45035164:.,chr7,44200968.0,44200969.0,YKT6,2f957f7a,K562,-0.039414355,0.909677046,False,1.0,0.4,0.85,0.9,1.0,794338.0,13,96,11.301374,0.795171,78,1065.466857,1,288.152448,83031.83329,127.7210543,0.004239
chr19,13033951,13034511,RNASEH2A|chr19:13144765-13145325:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,0.00448818,0.972976817,False,1.0,,,,,227637.0,13,36,2.254726,0.732846,224,149.012864,0,197.085553,38842.7152,5.083789335,0.000278
chr19,12825131,12825931,DHPS|chr19:12935945-12936745:*,chr19,12681901.0,12681902.0,DHPS,39b33148,K562,-0.012536885,0.878585654,False,1.0,,,,,143665.5,11,27,4.263777,0.895069,453,1144.816538,1,729.220653,531762.7608,18.17979431,0.001818
chr11,1383171,1383564,RNH1|chr11:1383171-1383564:.,chr11,507300.0,507301.0,RNH1,ebda246b,K562,0.005156392,1.0,False,1.0,0.55,0.8,0.95,1.0,876433.0,36,108,3.23003,0.93349,0,0.0,0,148.020518,21910.07375,10.4330938,0.000258
chr12,54214621,54215121,HNRNPA1|chr12:54608405-54608905:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,-0.02348401,0.943353739,False,0.999999992,,,,,65840.0,3,13,9.100181,0.983475,525,2796.6106,0,1021.304976,1043063.854,82.81329423,0.002599
chr19,35389382,35389882,UBA2|chr19:35880284-35880784:.,chr19,34428352.0,34428353.0,UBA2,2f957f7a,K562,-0.008586574,0.999918431,False,0.9,0.65,0.8,0.9,1.0,961249.0,30,94,3.474133,0.611028,328,444.012288,1,61.981708,3841.732127,12.0696001,0.000327
chr5,149455847,149456491,RPS14|chr5:148835410-148836054:.,chr5,150449755.0,150449756.0,RPS14,2f957f7a,K562,0.047862817,0.371321586,False,0.95,0.7,0.85,0.9,1.0,993550.0,17,155,8.144708,0.78888,98,1159.405562,0,173.668284,30160.67287,66.33626841,0.00162
chr2,73921102,73921602,AUP1|chr2:74148229-74148729:.,chr2,74529938.0,74529939.0,AUP1,2f957f7a,K562,-0.044437863,0.884491078,False,1.0,0.7,0.8,1.0,1.0,608546.0,27,87,5.743237,0.944643,0,0.0,1,236.14153,55762.82219,32.98477124,0.000985
chr19,6674793,6675293,CLPP|chr19:6674804-6675304:.,chr19,6361452.0,6361453.0,CLPP,2f957f7a,K562,-0.010831319,0.999918431,False,1.0,0.65,0.95,1.0,1.0,313574.0,14,39,9.198985,0.727523,470,1194.93505,1,248.030726,61519.24104,84.62132503,0.001306
chr11,3808972,3809616,NAP1L4|chr11:3808972-3809616:.,chr11,2992377.0,2992378.0,NAP1L4,ebda246b,K562,0.02025485,1.0,False,1.0,0.65,0.9,1.0,1.0,816042.0,16,51,6.253512,0.915586,123,1021.115865,1,155.1726075,24078.53828,43.30171172,0.002013
chr1,30777391,30778865,ZCCHC17|chr1:31250238-31251712:.,chr1,31296982.0,31296983.0,ZCCHC17,2f957f7a,K562,-0.012463607,0.999918431,False,0.95,0.65,0.85,0.95,1.0,518454.0,5,71,20.586679,0.961386,536,6771.034204,0,272.375499,74188.41371,662.5596482,0.008987
chr11,267072,267299,PSMD13|chr11:267072-267299:.,chr11,236546.0,236547.0,PSMD13,ebda246b,K562,-0.036760603,1.0,False,1.0,0.75,0.9,1.0,1.0,30634.0,1,4,4.501853,0.741605,174,1341.939939,1,3106.681034,9651467.047,20.26668043,0.010321
chrX,48083156,48083656,PQBP1|chrX:47942525-47943025:*,chrX,48897912.0,48897913.0,PQBP1,39b33148,K562,-0.03030129,0.873048558,False,0.999999993,,,,,814514.0,24,64,2.133752,0.989572,0,0.0,1,140.032011,19608.9641,4.552897598,0.000153
chr12,54393681,54394701,HNRNPA1|chr12:54787465-54788485:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,-0.03837112,0.819731102,False,0.999999999,,,,,113744.0,7,32,5.582752,0.983475,513,5867.31951,0,1053.982931,1110880.019,31.16711989,0.001646
chr8,128352539,128355079,MYC|chr8:129364785-129367325:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,0.06094934,0.000416,True,1.0,,,,,617754.0,3,124,0.899572,0.826261,0,0.0,0,498.408695,248411.2273,0.809229783,0.000516
chr3,101642303,101642803,RPL24|chr3:101361147-101361647:.,chr3,101686781.0,101686782.0,RPL24,2f957f7a,K562,-0.011875717,0.999918431,False,0.95,0.6,0.8,0.95,1.0,44143.0,3,3,2.987986,0.741605,130,358.582822,1,840.132616,705822.8125,8.928060336,0.003773
chr16,1923418,1923918,NDUFB10|chr16:1973419-1973919:.,chr16,1959508.0,1959509.0,NDUFB10,2f957f7a,K562,-0.001469835,0.999918431,False,0.95,0.65,0.8,0.9,1.0,35808.0,3,9,2.685397,0.707321,346,615.193363,1,942.642972,888575.7727,7.211357048,0.001639
chr7,106952556,106953238,SYPL1|chr7:106593001-106593683:.,chr7,106112575.0,106112576.0,SYPL1,2f957f7a,K562,-0.032276531,0.992331272,False,0.95,0.4,0.85,0.95,1.0,840059.0,4,158,14.107537,0.862141,0,0.0,1,72.891493,5313.169752,199.0226002,0.0011
chr19,12872831,12873371,CALR|chr19:12983645-12984185:*,chr19,12938578.0,12938579.0,CALR,39b33148,K562,-0.02868288,0.791920516,False,0.999136711,,,,,65500.0,6,8,5.419069,0.97208,457,853.313077,1,736.279332,542107.2547,29.36630883,0.001721
chr1,52674680,52675532,ZCCHC11|chr1:53140352-53141204:.,chr1,52553486.0,52553487.0,ZCCHC11,2f957f7a,K562,-0.003165433,0.999918431,False,0.95,0.55,0.85,0.85,1.0,121842.0,3,16,4.615163,0.851882,53,72.090759,0,1206.90704,1456624.603,21.29972952,0.006937
chr7,76291536,76292450,MDH2|chr7:75920853-75921767:.,chr7,76048051.0,76048052.0,MDH2,2f957f7a,K562,-0.013327542,0.999918431,False,1.0,0.8,0.95,1.0,1.0,243718.0,4,37,15.36797,0.882585,45,258.445665,1,647.066167,418694.6245,236.1745019,0.011187
chr11,65903079,65903579,SF3B2|chr11:65670550-65671050:.,chr11,66050729.0,66050730.0,SF3B2,2f957f7a,K562,-0.009521061,0.999918431,False,0.95,0.7,0.9,0.9,1.0,149012.0,10,21,4.205269,0.956547,689,4981.664991,1,700.512321,490717.5119,17.68428736,0.00176
chr16,88978424,88979804,RPL13|chr16:89044832-89046212:.,chr16,89560657.0,89560658.0,RPL13,2f957f7a,K562,0.056607875,0.712736525,False,1.0,0.65,0.8,0.95,1.0,581624.5,12,88,17.34814,0.772235,146,1457.723276,1,244.267393,59666.55928,300.9579615,0.003877
chr19,13033951,13034511,DNASE2|chr19:13144765-13145325:*,chr19,12881467.0,12881468.0,DNASE2,39b33148,K562,0.01949661,0.897949512,False,1.0,,,,,152729.0,10,20,2.254726,0.793211,224,149.012864,0,317.392479,100737.9857,5.083789335,0.000317
chrX,49193388,49193908,HDAC6|chrX:49049845-49050365:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,0.014523388,0.944722063,False,0.999999999,,,,,391613.0,18,51,5.011979,0.999613,81,7968.251961,1,312.997473,97967.4181,25.1199335,0.000559
chr11,61871048,61871769,TMEM138|chr11:61638520-61639241:.,chr11,61362001.0,61362002.0,TMEM138,2f957f7a,K562,0.006999747,0.999918431,False,1.0,0.65,0.8,0.95,1.0,509320.0,17,74,7.828138,0.873077,448,3552.63552,0,126.721159,16058.25214,61.27974455,0.000837
chr6,32131463,32131963,PBX2|chr6:32099240-32099740:.,chr6,32190185.0,32190186.0,PBX2,2f957f7a,K562,-0.024266458,0.978265455,False,1.0,0.45,0.8,0.9,1.0,58471.0,9,7,12.169855,0.837971,456,11094.53335,0,2256.209719,5090482.296,148.1053707,0.008338
chr12,124884566,124885309,UBC|chr12:125369112-125369855:.,chr12,124917367.0,124917368.0,UBC,2f957f7a,K562,0.018565387,0.999918431,False,1.0,0.55,0.9,1.0,1.0,29971.0,1,8,18.483246,0.832212,152,771.554812,1,744.092016,553672.9283,341.6303827,0.005593
chr19,12964851,12965991,RNASEH2A|chr19:13075665-13076805:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,-0.00628513,0.972976817,False,1.0,,,,,158827.0,11,25,13.089102,0.732846,224,401.130016,0,396.662949,157341.4951,171.3245912,0.003253
chr17,32911882,32912998,SUZ12|chr17:31238900-31240016:.,chr17,31937018.0,31937019.0,SUZ12,2f957f7a,K562,-0.003925336,0.999918431,False,1.0,0.6,0.85,1.0,1.0,975479.0,12,74,12.56058,0.514129,312,1436.5026,0,72.485535,5254.152784,157.7681699,0.001864
chr19,48423448,48423968,FTL|chr19:48926705-48927225:*,chr19,48965301.0,48965302.0,FTL,39b33148,K562,-0.00279084,0.970708242,False,1.0,,,,,541590.0,30,99,1.360203,0.923014,834,3172.131232,0,99.337431,9867.925198,1.850152201,4.6e-05
chr2,73921102,73921602,DGUOK|chr2:74148229-74148729:.,chr2,73926826.0,73926827.0,DGUOK,2f957f7a,K562,-0.003906197,0.999918431,False,1.0,0.65,1.0,1.0,1.0,5474.0,1,1,5.743237,0.900561,0,0.0,1,10224.9576,104549757.8,32.98477124,0.05404
chr8,102742664,102743164,UBR5|chr8:103754892-103755392:.,chr8,102412840.0,102412841.0,UBR5,2f957f7a,K562,0.014670049,0.999918431,False,0.95,0.6,0.8,0.9,1.0,330247.0,3,58,7.18835,0.92657,64,259.760032,1,403.135883,162518.5402,51.67237572,0.002607
chr19,13163631,13164971,PRDX2|chr19:13274445-13275785:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,0.012713287,0.562809421,False,1.0,,,,,362144.0,19,61,7.8970775,0.599511,678,10613.03368,0,235.1951125,55316.74202,75.12955821,0.002062
chr8,97893300,97893499,MTDH|chr8:97893300-97893499:.,chr8,97644179.0,97644180.0,MTDH,ebda246b,K562,-0.025562352,1.0,False,1.0,0.7,0.9,1.0,1.0,249187.0,3,26,2.318416,0.780001,48,204.661296,0,322.307733,103882.2748,5.375052749,0.001482
chr3,129026922,129027422,SEC61A1|chr3:128745765-128746265:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,-0.02670796,0.911219524,False,1.0,,,,,974829.0,16,120,8.851811,0.678651,57,111.575277,1,206.011646,42440.79829,78.35455798,0.003328
chr21,43860698,43861198,CSTB|chr21:45280579-45281079:.,chr21,43776444.0,43776445.0,CSTB,2f957f7a,K562,-0.008418865,0.999918431,False,1.0,0.65,0.9,1.0,1.0,84574.0,3,18,8.000395,0.78409,216,772.913592,0,760.351965,578135.1107,64.00632016,0.006865
chr3,129211722,129212222,RAB7A|chr3:128930565-128931065:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,-0.03788316,0.891894145,False,0.999182539,,,,,485823.0,10,46,5.251371,0.768049,58,43.22885,0,288.597225,83288.35828,27.57689738,0.002423
chrX,49190908,49191428,HDAC6|chrX:49047365-49047885:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,-0.03878076,0.729082519,False,1.0,,,,,389234.0,18,50,98.373481,0.999613,162,1143.340677,1,312.70345,97783.44764,9677.341764,0.010967
chr2,131682209,131683405,MZT2A|chr2:132439782-132440978:.,chr2,131492742.0,131492743.0,MZT2A,2f957f7a,K562,-0.025268813,0.958825893,False,1.0,0.95,1.0,1.0,1.0,189963.0,5,9,2.685397,0.81876,0,0.0,0,1179.269453,1390676.443,7.211357048,0.006389
chr19,49150268,49150828,BCAT2|chr19:49653525-49654085:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,-0.00774812,0.930121892,False,1.0,,,,,339205.5,26,66,22.319781,0.716612,1330,16630.92036,0,328.647848,108009.408,498.1726239,0.003469
chr11,10366448,10367012,EIF4G2|chr11:10366448-10367012:.,chr11,10809110.0,10809111.0,EIF4G2,ebda246b,K562,-0.026731629,1.0,False,0.95,0.75,0.9,0.95,1.0,442237.0,8,63,5.135197,0.931699,0,0.0,0,201.498756,40601.74867,26.37024823,0.001015
chr8,38091598,38092967,NSD3|chr8:37949116-37950485:.,chr8,38382271.0,38382272.0,NSD3,2f957f7a,K562,0.010842395,0.999918431,False,0.95,0.6,0.8,0.9,1.0,289504.0,7,43,6.16187,0.734637,135,657.110925,0,512.4255985,262580.0041,38.30401955,0.007625
chrX,48648237,48648737,PQBP1|chrX:48506625-48507125:*,chrX,48897912.0,48897913.0,PQBP1,39b33148,K562,-0.00928575,0.970127145,False,0.999999211,,,,,249428.0,9,33,2.505393,0.989572,80,83.94656,1,776.680579,603232.7218,6.276994084,0.000997
chr8,129551359,129553919,MYC|chr8:130563605-130566165:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,0.01864652,0.194119199,False,1.0,,,,,1816328.5,6,191,2.442875,0.826261,57,173.113237,0,566.189507,320570.5578,5.967638266,0.001593
chr3,129596722,129597222,RAB7A|chr3:129315565-129316065:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,-0.11200873,0.449491995,False,0.999439791,,,,,870796.0,20,91,3.046638,0.768049,122,390.426596,0,122.627407,15037.48095,9.282003103,0.000597
chr19,48720508,48721048,BCAT2|chr19:49223765-49224305:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,-0.000336,0.983935502,False,1.0,,,,,90122.5,5,21,26.65651,0.716612,540,1907.16363,0,902.741701,814942.5787,710.5695254,0.01138
chr2,105467983,105468707,FHL2|chr2:106084440-106085164:.,chr2,105438512.0,105438513.0,FHL2,2f957f7a,K562,0.00887812,0.002235668,True,0.05,0.0,0.05,0.05,0.55,68776.0,1,13,1.6803605,0.534332,58,110.23538,0,1121.01073,1256665.583,3.314784611,0.008407
chr6,43714390,43714890,MEA1|chr6:43682127-43682627:.,chr6,43013967.0,43013968.0,MEA1,2f957f7a,K562,-0.003160862,0.999918431,False,0.95,0.6,0.8,0.9,1.0,700753.0,26,96,5.743237,0.992984,86,256.966796,1,111.965694,12536.31663,32.98477124,0.000308
chr11,2268904,2269616,NAP1L4|chr11:2268904-2269616:.,chr11,2992377.0,2992378.0,NAP1L4,ebda246b,K562,-0.013333406,1.0,False,1.0,0.5,0.85,1.0,1.0,723229.5,16,84,2.749895,0.915586,351,759.024747,1,262.504695,68908.7149,7.561922511,0.000749
chr8,128239319,128241859,MYC|chr8:129251565-129254105:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,0.01064315,0.531771868,False,1.0,,,,,504535.0,3,112,0.591086,0.826261,0,0.0,0,745.709397,556082.5048,0.349382659,0.000508
chr11,9364144,9365232,TMEM9B|chr11:9385691-9386779:.,chr11,8965010.0,8965011.0,TMEM9B,2f957f7a,K562,0.002871124,0.999918431,False,0.95,0.75,0.8,0.9,1.0,399713.0,7,38,26.822922,0.769985,77,304.849776,0,514.474553,264684.0657,719.4691446,0.018909
chr6,37205013,37206166,SRSF3|chr6:37172789-37173942:.,chr6,36594353.0,36594354.0,SRSF3,2f957f7a,K562,0.000528,0.999918431,False,1.0,0.8,0.9,1.0,1.0,610949.0,12,146,3.351637,0.95991,351,1935.646011,1,285.996192,81793.82184,11.23347058,0.000578
chr8,124887829,124889105,RNF139|chr8:124887829-124889105:.,chr8,124474738.0,124474739.0,RNF139,ebda246b,K562,0.060140399,1.0,False,1.0,0.4,0.9,1.0,1.0,413907.5,5,77,5.794764,0.975612,0,0.0,1,254.70738,64875.84943,33.57928982,0.001719
chr17,41530112,41531001,DNAJC7|chr17:39686364-39687253:.,chr17,42021375.0,42021376.0,DNAJC7,2f957f7a,K562,-0.005196626,0.958825893,False,1.0,0.7,0.85,0.95,1.0,487139.0,19,56,19.213789,0.746226,346,1410.251539,1,38.73194,1500.163176,369.1696877,0.00056
chr8,125099066,125099499,NDUFB9|chr8:125099066-125099499:.,chr8,124539101.0,124539102.0,NDUFB9,ebda246b,K562,0.002126942,1.0,False,1.0,0.65,0.9,1.0,1.0,560137.0,9,94,1.360203,0.807341,0,0.0,1,547.809505,300095.2538,1.850152201,0.000911
chr19,48333828,48334328,BCAT2|chr19:48837085-48837585:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,-0.02645044,0.908581627,False,1.0,,,,,476986.0,25,84,17.298009,0.716612,275,11169.60625,0,225.035158,50640.82234,299.2211154,0.001841
